OriginalTweet,Sentiment
"b""This is an open WHEELING-DEALING by the Honourable Chief Justice of #Pakistan. The attitude of the CJP has proved that serving Justice isn't the purpose, but injustice, threatening and blackmailing is. No wonder, many MNC's are afraid to invest in Pakistan. ",Negative
"When businesses need uninterrupted supply to boost exports, the PTI Govt opts to implement gas-shedding. Is the Govt working in favour of #Pakistan or against? A U-Turn to appease IMF. ",Negative
"The people are to be blamed themselves. You wanted Tabdeeli and refused Stability, so here it is. I honestly don't see this Govt surviving for more than a year. Patience level of the public has crossed the threshold. ",Negative
China refused to help and wants more discussion on the financial package and now the Govt is back to seeking help from IMF. So this Naya #Pakistan Govt had no Economic Policies in the first place. Great!!',Negative
" ""Karachi to Gilgit Pak is burning & rulers are least bothered. Instead they\'re travelling ABROAD or boasting of invisible \'achievements\'!"" And now the Prime Minister also the Interior Minister is away when #Pakistan is facing an internal crisis. Governance? NILL!! ",Negative
"""We warned you not to indulge in Dharna's and Lockdown's, but you ridiculed and abused us. Now you're facing the brunt of your own doings. What you reap is what you sow. ",Negative
The PTI Govt is hell-bent on embarrassing #Pakistan diplomatically on every front possible. The International Community doesn't take Imran Khan & his clan of cronies seriously. ,Negative
"If anyone expects that the puppet Prime Minister to provide them with justice and relief, then they're living in a fool's paradise. When your Zakat and Donations have been misused, you expect that the PM who did this, will provide you justice? No freaking way! Wake up #Pakistan. ",Negative
Prime Minister Imran Khaptaan says that the Govt has got no money. Seriously? Then where is the Tax Collection going? What is it being used for? To run the expenses of the State and to operate the Govt.  Enough of this lying to the general public. ,Negative
Speed of Justice in #Pakistan and our Honourable Judges are busy playing politics and playing to the gallery. Why don't our Honourable Judges do the job they're paid to do? ,Negative
"b""PTI's New Disinformation Tactic!!! @BillGates your fake account is being used by the ruling party in #Pakistan - Pakistan Tehreek-e-Insaf. Care to take action? ",Negative
"b""Imran Khan is now the Prime Minister, so why is he so nervous, lost? His body language shows no confidence. Mr. Prime Minister don't act like a puppet, rise up and enforce civilian supremacy, if you can. ",Negative
This is what happens when you are too much dependent on your expenses being met by someone - first Jehangir Tareen and now the Govt of #Pakistan These idiot PTI-led Imposed-Government Ministers now think that whatever they\'ll say will be greeted,Negative
"Imran Khan should behave with dignity and patience that the Office of the Prime Minister deserves, rather than behaving like a sarak-chaap.  ",Negative
"The main qualification of a Judge is to be Impartial and Apolitical, and both of these qualities are missing from the incumbent Chief Justice of #Pakistan. His judicial activism has breached the records set by ex-CJP Iftikhar Chaudhry. ",Negative
Incompetence of the KPK Government costs the National Exchequer billions of rupees. Any accountability is still needed to get some work done? ,Negative
"CJP Saqib Nisar says that ""Go home if unable to run the Government"" -- I shall say that CJP should go home if he\'s unable to clear the backlog of 1.87 Million cases in the nation\'s judiciary. Is that too much to ask of our Judiciary or are we crossing a line? #Pakistan'",Negative
"NAB/Niazi unholy alliance is getting exposed by the day. Whole process was meant to push PTI forward, but unfortunately it pushed our country backward.",Negative
Whatever PTI claimed before elections and even after it was a pure and absolute lie. Here is another one. ,Negative
"Today @Fahdhusain has rightly acknowledged the role being played by PMLN leaders Ahsan Iqbal, Miftah Ismael, Shahid Khaqan & Zubair Umer in exposing the inability of PTI government to manage the economy of Pakistan. Opposition led by PMLN will tear apart the incompetent PTI.'",Negative
"68-year old man and a heart patient who served this nation thrice as PM is behind the bars merely based on allegations without anything proven against him. And this loser and ego-centric govt can't even allow him to see his own doctor. Disgusting, ridiculous & shameful attitude!'",Negative
This document submitted in Punjab Assembly by PTI's own Punjab Government proves 2 things: 1- Cost of Lahore Metro Bus was indeed less than Rs 30 billion as claimed by @CMShehbaz 2- @ImranKhanPTI is a habitual liar,Negative
"Only opposition is being targeted, put behind the bars while govt members are free. No progress on inquiries against govt members - no evidence against opposition members:",Negative
"The project pioneered by @CMShehbaz in 2011, continues even today despite severe media trial of the then opposition of dual faced Imran Khan. ",Negative
Khan is inducing pessimism even among his own fans,Negative
"Today $1= Rs. 139.Lowest bid for Orange Line was= $2.12 billion @CMShehbaz negotiated with lowest bidder & brought it's cost down to $1.47 billion Which means $0.65 billion or Rs. 90 billion saved - amount PTI wasted in Peshawar Metro so far just to turn the city into a debris""",Negative
"""That's how we are moving from Purana to Naya Pakistan. Asma Hamid, a Harvard graduate who successfully represented state in many cases for years, was appointed by previous PMLN govt as AG Punjab but was removed to only accommodate such relatives of PTI walas later on. Shameful! ",Negative
Today on Kamran Khan show from 10:40pm to 10:50pm. NAB exposed left/right /centre.. how the miserable failed to prove anything against Shehbaz Sharif even after 64 days remand ... Shameless political victimization of NAB/Niazi nexus.',Negative
IK has ensured a NAB case against himself which will ofcourse be opened when he leaves the office ... Millions of rupees wasted at a time when there was no need. Heartless &  Brainless moves!',Negative
51 days of remand and counting.NAB quizzed almost all the bureaucrats who worked with Shehbaz Sharif and currently part of PM Imran's federal team & found nothing against Shehbaz Sharif.Poor NAB. Poor Niazi! ,Negative
@NthngMtrs @Asad_Umar They will forcefully cut salaries for that damn thing ... Now this ... such a shameless government',Negative
"b""The way PTI govt has dealt with police officials in last 3 months is simply shameful- shattering their confidence and will to give their lives for the motherland. Starting with DPO Pakpattan to IG Punjab & Islamabad now this case of SP Tahir Khan Dawar. Police didn't deserve it. ",Negative
CJ declares Niazi govt highly incapable to run the country.,Negative
Arshad Sharif & Imran Khan initiated this propaganda against Shehbaz Sharif. SS himself demanded FIA inquiry in which the letter associated with him proved fabricated. ,Negative
Chohan V2.0. PTI is filled with filthy faces like these & he happens to be the spokesperson of CM Punjab Buzdar. ,Negative
"b""Rs. 4 billion collected from overseas Pakistan after repeated requests of Chief Justice Saqib Nisar and PM Niazi - and Rs. 100 billion have already been wasted in Peshawar Metro (nowhere near completion) by PTI's KP govt and it's not stopping here.""",Negative
"This guy and his party used fake news as a tool to pretend their fake popularity so that their fake govt could find a ""justification"" after they get selected and installed in the Capital through fake means. If shamelessness had a face, it\'s F Chay! ",Negative
"PMLN\'s motto was: ""Trade, not aid."" And it was practically ensured. Today even Chinese govt officials are saying that Pak PM is here for aid and we will give him something after doing some more talks and homework. What a disgrace for Pakistan!'",Negative
Public property of millions of rupees is damaged and the government is nowhere to be seen. ,Negative
"b""A poor man's motorbike is snatched and burnt. Where is Mr. IK who first groomed and encouraged this culture and now pledged to save public property from his shagirds ? ",Negative
"""IK is a habitual liar ... who used Quranic verses ... Khatam e Nabuwwat card in the past to fool the people and take advantage for his personal and political gains ... 35 punctures / Rs. 10 billion bribe to remain silent on Panama .. we're brazen lies ... Courts never took action ",Negative
DAWN's editorials point towards PTI's abuse of power. Removal of IGs of Punjab and Islamabad.. Denying Public accounts committee chairmanship to Opposition leader.. this Niazi regime is acting even worse than Dictators..,Negative
Thank God the face of this policeman is not visible otherwise desperate Niazi would have removed him too for affectionately shaking hand with Shehbaz Sharif.,Negative
"Imagine the Govt damaging Govt assets built on public money just to paint Opposition the villain? This video shows how far Speaker Punjab Assembly & PTI can go in their hatred against PMLN. At the end of protest: U can only see papers on the ground, with no broken furniture",Negative
Asad Umer\'s incompetence stands exposed already within 60 days... You will see IK\'s nalaiqi exposed in this Investment conference in KSA ,Negative
Time to get rid of this foul mouthed piece of shit installed by the Great Khan as disinformation minister of Punjab ? He is habitual of abusing - and committing all kinds of communication and logical fallacies.,Negative
 On papers he is called Chief Minster of KP. Let's see how the puppet PM Niazi reacts to it? I seriously doubt though as he does realise his own position too. ,Negative
"Sheikh Rahseed tells who the NAB will arrest next..IK and other PTI leaders meet chairman and tell him whom they want to see behind the bars.. That's shameless PTI/NAB collusion""",Negative
"50 days into government, presenting you another diplomatic debacle of PTI  & French President - On the left is how Pak govt reported. On the right is  our puppet PM requesting Malaysia to invite him for visit. Grow up @ImranKhanPTI ",Negative
"""Speaker was informed after Leader of the Opposition was arrested by NAB. That's the value of this puppet govt and controlled democracy. By law, NAB was supposed to take written permission from the Speakers based on the reasons it was arresting SS.",Negative
"Niazi and his NAB alliance stands exposed ... the tabdeeli factor already exposed in by-elections""",Negative
"Shameless and coward @ImranKhanPTI - How about taking some notice on this, @OfficialDGISPR ? I heard fauj is always very much interested in conducting transparent elections! ",Negative
" Now IK lashed out at Asad Umer's nalaiqi as if he himself is an Einstein. You all can only bark. Good a rhetoric alone""",Negative
"Independent NAB ? NAB and PTI collusion stands exposed .. that\'s how Niazis ""rule"" & eventually ""surrender"" ",Negative
PMLN President and Leader of the opposition Shehbaz Sharif caged before this contest shows the coward and political victimization of this puppet & nalaiq govt. ,Negative
After trying to discredit Ashiana Housing Scheme of Punjab .. PTI trying to bring Apna House scheme ... which is not even pragmatic in nature ,Negative
"b""IG Police Punjab removed just 35 days of his posting. Reasons? Mehmood Rasheed son's case & Mansha Bum. After Pakpattan DPO case, another shmaless and brazen act of PTI. Police force never faced this much humiliation and political interference in Purana Pakistan.""",Negative
"Market crashed by over 1000 points and hits the lower cap. Too much foreign selling indicates low trust on economy. Detention of Shehbaz Sharif, IK's yesterday presser & ambiguity on part of govt on economic front are some key factors behind it.",Negative
What a shameless face of this puppet and selected govt under controlled democracy. The backbone of modern Punjab is being treated like a terrorist by moving him in caged vehicle.,Negative
This is Lahore ... under the Jaali govt of Niazi.. Outside accountability court. ,Negative
"PTI: couldnt run the govt without putting Shehbaz Sharif behind the bars, that too just before by-elections.PTI/NAB collusion is pretty evident. ",Negative
PTI: government couldnt win election without putting Nawaz Sharif behind the bars before Elections 2018. ,Negative
"""Simply shows Govt/NAB collusion. You can't win election without putting NS and SS behind the bars. This incompetence will drown you much sooner than you even imagined. ",Negative
"IK's cabinet is swelling at an abnormal rate. There would be a time very soom when being out of IK's cabinet would be a rare honour for the few left out.""",Negative
"PMLN got majority in Punjab.. Disqualified Tareen bought independents, made coalition with Q to form a weak govt.. then gave its charge to a nalaiq tareen insan. Inflation/bad governance/political interference on the rise.. Common man badly affected. So how can this govt survive?'",Negative
Report & arrest most notorious people in propagating fake news like @ImranKhanPTI @fawadchaudhry @ArifAlvi etc,Negative
"""It's good that you confess that you are a criminal and a criminal is made President of Pakistan just because he happens to be IK's friend. Good! ",Negative
Left: Letter by Pakistani sPM to India. Right: Response by India to Pakistan.  Please. Don't play with my country's dignity. Please. Don't let our enemy make fun of it. Imran Khan was good for nothing. And you have imposed him on 220 million people country. Please stop it. ! ,Negative
Pakistan poorly selected a PM and installed a puppet govt,Negative
Shame on you @ImranKhanPTI - all your decision making is for your own interests! ,Negative
Everything was going perfect well for Pakistan- then an attack was carried out by our internal enemies in the form of IK. And here we are ... poor and nalaiq approach @Asad_Umar ,Negative
How unfortunate that a salaried middle/lower middle class which was already paying taxes is heavily burdened again. Such ad hoc moves show that PTI govt is not capable of fixing the real issue of narrow tax net.,Negative
"A govt which is increasing the price of everything starting from gas price hike to motorway charges; Could only ""announce"" this because it already exists. ",Negative
Presenting you the Nalaiq Minister of Punjab #NayaPakistan ,Negative
"In Naya Pakistan, your elected representatives will be shown as terrorists ? Because they are not from PTI. This is paid advert of Punjab govt running on your national TV with your money. ",Negative
Result of a puppet and selected govt. No one even listening to the President? This is happening in Naya Pakistan. ,Negative
Even it's hard for PTI top leadership to digest that they are in government. Imagine the feelings of a common man about this VoteChor govt. imposed on us. ,Negative
President PMLN terms diplomatic failure of VoteChor govt of PTI for showing cold shoulder to Chinese Foreign Minister on his arrival. And we haven't heard a single word on CPEC so far from IK. ,Negative
Imran Khan prove that you haven't wasted 68Billion rupees on Peshawar Metro Bus which is still no where near completion.',Negative
"IK used to say that Lahore metro bus was constructed for 70Billion rupees. Now you are the interior minister,FIA is under you, NAB is in your pocket- now prove it.",Negative
There was absolutely no reason to increase the price of electricity. We added 12000MW of energy in last 5 years bringing average per unit cost down. This increase by VoteChor govt of PTI will increase the cost of production causing further inflation. -,Negative
Watch live press conference by Shehbaz Sharif and other PMLN leaders Exposing terrible decisions by selected VoteChor government of PTI causing huge burden on the common man. ,Negative
"Never Forget:Imran Khan & Sheikh Rasheed shamelessly used Khatm e Nabuwwat card in their political campaigns. PMLN ticket holders were attacked, termed as Kafirs",Negative
"Naya Pakistan, 1st wicket down: Imran Khan's advisor Mr. Bribery Awan clean bowled on corruption charges in Nandipur case. ",Negative
From IK to Chohan to people on the field - everyone is abusing! The unique trait of Naya Pakistan ,Negative
I know the PTI govt is totally clueless and still not out of election campaign mode. But now they won't be judged by empty and fancy rhetoric but concrete action (not plan). ,Negative
Remember when Naeem ul Haq slapped Daniyal Aziz in a live TV show and IK encouraged and appreciated Naeem for this act. ,Negative
"I just spoke to Rizwan- brother of a Imran who was lynched by PTI workers in Sialkot. On 25th July, these guys had heated argument with Imran to convince him to vote for PTI to which he didn't agree - and they threaten him for dire consequences. Yesterday he was killed!",Negative
Despite PTI's poor performance in KP in last 5 years - the words of IK carry no weight!,Negative
Meanwhile people in #Parachinar also protested today against the government on lack of basic facilities in the hospital and not enough doctors. #UselessPTI ,Negative
@Chabriwala He doesn't call his government a simple government and doesn't post his useless pictures on twitter. I am just highlighting the hypocrisy of PTI government and its supporters',Negative
Road blocking is still useless PTI's fault and teachers protesting and not being heard is also #UselessPTI s fault so my tweet remains relevant .. bye bye',Negative
Blue area road blocked in #Islamabad ... wouldn't ever happen during previous democratic government rule  even during #UselessPTI s dharnas. Why are these roads blocked? Anyone there to let citizens know? ,Negative
" #BISP is an ideal program , admit it and work on it instead of your bullshit speeches on injecting chickens #UselessPTI'",Negative
Court had already granted them bail in that fake FIR ... under what law are these MNAs arrested? Tehreek-I-insaaf ki puppet government ka insaaf,Negative
"Where is police? What is government doing for #womenprotection ? Our main big cities have never been safe for us women, little girls get pinched in the markets by men & touched disgustingly .. it scars our childhood & no1 is doing much abt it. No plans of awareness raising! #shame",Negative
"It also highly disappointing that it happened under #PPP s nose ... even if the constituencies do not come under PPP's government , once a socialist PPP shouldn't just watch in silence.. it should be opposed in parliament & on ground. ",Negative
PTI's successful struggle to make a joke out of this country,Negative
"Just found a video in my Facebook memories .. this is from 2013 when puppet Imran Khan had asked his youthias to block nato supplies and his violent youthias disrupted everything , forcefully dragged drivers of buses , checked their papers & stopped them taking law in own hands. ",Negative
100 days speed of light  3 days left to puppet PTI jhootay 100 days promises',Negative
"PTI making memes of ppp government and pmln government, abusing leaders of millions of ppl , talking abt bilawal's accent and Maryam's makeup ",Negative
"Children holding fathers pictures because state has abducted them , kept without parents ... girl children still killed , left near gutters to be taken by anyone who can use them further or private child protection areas because govt has no meaningful child protection system'",Negative
The unprofessional way Khan sb is running government is condemnable. khan sb visiting different countries is insulting his own country by speaking against his Pakistani political rivals as if he is standing on a container,Negative
"Wow!! They've tied two men , forcing them to say India is jasoos The boys tied r asking in fear if they'll be released after saying wat they r forced 2 say...one can see a person in army wardi at the back. @ImranKhanPTI ur naya Pakistan is torturing ppl!! ",Negative
"After reporting the PM IK will take a U-Turn and ask Interior minister IK to not conduct an enquiry , the interior minister IK will say ok and thn take u-turn and conduct an enquiry again ... and life will just go on in a circular motion ",Negative
People continue to visit Tahir Dawar's residence members of the #PTM raised slogans after funeral against the govt and certain institutions and demanded an independent judicial inquiry into the assassination.' certain institutions? #PakMediaIsUnderSeige',Negative
It is the repressive government's that silence the dissidents with their power and force ... healthy societies with progressive governments protect and encourage dissent. With the way things r going history will remember #PuppetPTI &  their puppet government as it remembers Zia',Negative
"Na ehel PTI's justification 4 not being able 2 take action against the man who on record Incited violence,asked to kill judges and made speeches asking other army ppl 2 go against bajwa. Opposition activists behind violence during TLP protest: Afridi\n ",Negative
 Well it shouldn't have been printed in @BBCUrdu and others before verification though but anyway ... because of the plenty of Uturns from PTI it's hard to believe them anyway.',Negative
#PuppetPTI can never be trusted,Negative
It was extremely ignorant and as always irresponsible of #PuppetPTI to let the news spread all night without responding and now whining... Where is #AsiaBibi and what is the state's plan to protect her? Who will trust a government that has no clue what it's up to? Shame ,Negative
The news came out last night on western media ... why is @ForeignOfficePk or anyone else from government so late in responding to that news? #UselessPTI ,Negative
Useless KP government has been delaying this for almost six years now... anti women/human/sanity political party is in power .. what to expect ,Negative
"In Senate, opposition parties criticise government for not being forceful enough in dealing with TLP",Negative
Shame on @Ali_MuhammadPTI ... speechless at his ignorance and youthiapa',Negative
 No I think he is right... I deleted my tweet but yeah ... pmln and youthias still shouldn't be trusted',Negative
"b""The sit-in lasted nearly three weeks and culminated after an operation to end the protest by the government failed,following which the army brokered an 'agreement' between the state and the protesters, the terms of which included the resignation of former law minister Zahid Hamid ",Negative
"Khadim rizvi and his goons are openly spreading hate , inciting violence , comfortably asking people to kill judges and media is giving them coverage , no one has spoken , out cities are locked down. Is this ok with the selected government?'",Negative
"Pakistan govt curbs, media blackout' failed to stop #PashtunTahafuzMovement's long march via @ThePrintIndia'",Negative
@Razarumi Most hate comments obviously have PTI written in the end of their handles',Negative
"These PTI guys are clever , will tweet fake photos then wait for the bait to be picked up and then criticise the lot of tweeting photoshopped images ",Negative
"What a weird time the only anchors who has something to say against establishment and PTI are being fired from jobs for ""low rating"". ",Negative
I was sceptical when @PTIofficial launched their fake news buster account and it is clear that it has failed in its first attempt. This account can only yield a value if it is being run independently @FakeNews_Buster - P.S. Get a better account name too',Negative
"Today's speech evident that Imran Khan is still thinking that he is standing on a container and making statements on economy is just play. For God sake, get serious if you are governing and stop hiding'",Negative
"While Mian sb is clarifying few flats , IK is roping the whole property industry to mess with country's economics ",Negative
"Expecting a govt of that party- which silenced , threaten and attacked its critic while not being in govt - a different behaviour is futile exercise",Negative
"Both ISPR and IK statements were irresponsible, Pakistan would have secured brownie points in diplomacy by keeping the FO's statements and using it #UGNA as a win""",Negative
"The problem is that austerity compaign by @PTIofficial is only for show and tell , it has no meterialistic grounds , I would rather they focus on the economy and foreign affairs instead of showing us the bathrooms and cars from PM house'",Negative
"After Bhutto wasted a generation , IK created another one which is worst considering knowledge and information is getting global in this age",Negative
"The weird thing about this #NayaPakistan is defenders like these , if such lot is using patriotism and corruption to malign and condemn others, u can expect what the common ""khanista"" think about other fellow Pakistanis ",Negative
" Imran submitted thrice different documents stating different opinions of how he managed the money to build in Bani Galla , then he submitted fake permission documents'",Negative
After years of criticising govts for not doing their work now citizens get ready to be blamed in NayaPakistan,Negative
Then PTI goes begging for the votes from same MQM,Negative
"That is centre Punjab for you , so are you implying the centre Punjab is treasonous !!! No wonder PTI has bad impact on our thought process ",Negative
But I thought your leader announced bring it on and we will listen!!! I reckon uturns are new norm in #NayaPakistan ,Negative
"b""Rules of the power games are don't stretch yourself thin and don't underestimate the opponent. Imran and #PTI did both. Losers! Haha!!!""",Negative
"b""Imran's brain right now. Fried. ",Negative
No one expected Pakistan Prime Minister Imran Khan to launch' this Lucy in the Sky with Diamonds housing scheme. But he did.,Negative
"@ilatif They have no study. No policy, no policy papers. Truly a government of amateur'",Negative
It's the current fake and chor government. ,Negative
New chor Party cartoon collection.\nPehaps the most horrible government Pakistan ever had. ,Negative
Imran seriously thinks that Aneel Musarat $180billion housing scheme fraud is something serious. ,Negative
Yeah? But the Imran letter to Modi didn't mention Kashmir at all. ,Negative
Imran has a life long habit of asking favors. All his friends or rather hanger on know this well.',Negative
I guess he wouldn't have done it without the army chief approval. Imran does not have enough balls to cross the chief.',Negative
"A simple fact that no government in Pakistan has ever figured out:Once you are in government your commitment to #accountability and to fighting #corruption is measured not by how you hold your opponents accountable, but by how accountable and non-corrupt your own government is.'",Negative
This is what I had wished for as the last #NationalAssembly and government took over. My wish did not cone true.\n\nMy wish for this National Assembly remains the same. I suspect that I will be disappointed again. ,Negative
"Couldnt find any PTI Minister or respresentarive give a proper answer to the question by anchors: What are you going to do about Rizvi, Pir &amp; other TLP leaders other than arresting individuals from the mobs.'",Negative
I had to explain to 9-10 yr olds for 2 mins to open the blockade to go to @SKMCH Cancer Hospital. This is crazy. No govts or states regardless of their Muslim or Non-Muslim majority would allow this or to let such epidemic grow. #TLPDharna #IStandWithSupremeCourt',Negative
"Govt is copied, govt can us police, admin and army'",Negative
Didnt expect from IK and team to bow down to this shit .. Koi aur hota to wouldnt have cared',Negative
PTI reps on mainstream programs are still unable to defend or explain their initiatives & successes in KP such as how Health Card insurance works in partnership with banks &amp; insurance companies. Zaleel na karwaayein please! Go prepared.,Negative
"Unfortunate & sad: Our PTI media team & party reps constantly fail on mainstream talk shows. We couldn't improve this part of the game.""",Negative
Sick people! Found half a dozen who voted PTI discussing Arif Alvi should not have been nominated for President as he is shia',Negative
"All ballot papers discovered are with PMLN, PPP stamps. Didnt find any report with stamps on PTI symbol. Shows desperation of Noonies and Zardari tolla.'",Negative
"Same is the case with slain police officials. Instead of honouring the service of fallen cops, their families are humiliated in govt offices and they're forced into paying bribes in order to receive the compensation amount. This is how we respect those who die protecting us.'",Negative
"Nasir Durrani, Chairman of Punjab police reforms commission resigns over transfer of IG Punjab Tahir Khan. PTI has stirred up another unnecessary controversy. What a shame.'",Negative
AtifRMian was asked to step down. ImranRasul3 & aikhwaja resigns in protest. Pakistan already lost 3 best economic minds in 24 hours. Bigotry has won again. This is incredibly disappointing for the believers of Naya inclusive Pakistan',Negative
I was hoping that there will be absolutely no place for bigotry & discrimination in Naya Pakistan but Government succumbed to the demands of extremists in two days by asking Atif Mian to step down. This is deplorable!!',Negative
.@amirkingkhan while addressing #NamalFundRaiser has announced to fight in Pakistan when Imran Khan becomes PM.,Negative
Shame on you @CMShehbaz for your racist police force. ,Negative
Punjab police have started arresting PTM leaders and workers in Lahore. So Nawaz Sharif & PMLN were just supporting the movement in their hatred for military?',Negative
"Umar Cheema is misleading people again by twisting Imran Khan words, accusing him of misogyny by posting a fake picture. ",Negative
"Not sure how PTI will sell this as country's most powerful Prime minister/leader is barred from politics for life by law of the land and facing a trial (possible conviction).""",Negative
"Continuously using the platform to revive their politics - running a campaign against the leadership of PPP & PTI on SM - if anyone disagrees, they are labelled as Gul Khan stuff.'",Negative
"The difference b/w PTI & other conventional parties is rapidly reducing. The awful decision of Aamir Liaquat's inclusion will cost the party dearly. There's very limited space left for party ideologues.""",Negative
ANP officials are criticising IK decision to elect @FaisalJavedKhan from KP.,Negative
"Sami ul Haq was defeated by a PTI candidate, Azam Swati.",Negative
Not getting enough popularity for your singing/acting/journalism/politics/tweets? Want to be Famous?- ABUSE IMRAN KHAN.,Negative
Her allegations are not only baseless but also very funny. According to her she was first sent a text msg by IK back in 2013.',Negative
"Very, very low blow by Ayesha Gulalai to attack Imran Khan personally. She received a message from IK in 2013, pissed her off in 2017. Wow!'",Negative
"Respect Ayesha G's decision of leaving PTI, criticise her for personally attacking IK, but please refraim from her character assassination.""",Negative
"Abbasi attacking opponents in his victory speech, humiliating Imran Khan, making the joke of SC decision. Unprecedented in history.'",Negative
This speech by the elected Prime Minister of Pak is such a joke. Totally disrespecting the position of PM but what were we expecting anyway?',Negative
"PMLN MNA's have elected S Khaqan Abbasi as Prime Minister but are chanting slogans Wazeer e Azam Nawaz Shareef. What a joke for democracy.""",Negative
"Minmaj AG was part of PTI jalsa 2 days ago, met IK yesterday at BaniGala, how can he become characterless &A288 2 no. Pathan overnight?'",Negative
The most corrupt in a party to be the Prime Minister of a country. What a joke!,Negative
PPP is intentionally defaming PTI by spreading fake news abt Mian Mitto joining PTI. VC @SMQureshiPTI already said no place for MM in PTI.',Negative
Nawaz Shareef being called a 'disgraced leader' in int'l media. The entire Shareef family has brought only embarrassment to the country.,Negative
PM attacked PTI women for their political struggle while Imran Khan pays tribute to Kalsoom Nawaz for her struggle against dictatorship.',Negative
"Imran Khan will address NA over Panama verdict today. This will further damage Nawaz Shareef's already battered politics & reputation.""",Negative
"Imran Khan has exposed Nawaz Shareef & his family infront of SC judges, media, ppl of Pak & world. Irreparable damage for Shareef's dynasty.""",Negative
"'PMLN failed all institutions in Punjab. Punjab police cannot resist chotu gang whereas KPK police resist Taliban' - IK. #SwatRejectsNawaz""",Negative
"I hold CM Balochistan, Interior Minister & PM responsible for death of Jahanzeb Kakar. They cant even protect SSP? #JusticeForJahanzebKakar'",Negative
"Thats true Mr. Prime Minister, one can not accept a PM who came into power through fake mandate (rigged elections).",Negative
"'Mian Sb says if corruption is proved against me, I'll go home. No Mian Sb, you'll go to jail' - Imran Khan. #LahoreRisesAgainstCorruption""",Negative
"Molvi Khadim Hussain, leader of violent protesters, is continuously abusing Imran Khan and mocking PTI supporters. #IslamabadUnderSeige'",Negative
PPP & JUI says PTI is rigging senate elections ,Negative
No Info Minister in Pak history has been so rude and ridiculous as my friend Fawad Chaudhary is.,Negative
" Fawad Chaudhary leads the abusive tirade against those who tries to bring this Govt to its sense. While raising the banner against Freedom, he promotes the hate speech the PTI has popularised.'",Negative
"No one is asking for subsidy for the media industry which is being squeezed by the PTI government, which is otherwise very enthusiastic in providing extraordinary concessions and subsidies to various industries that benefit some of its stalwarts.'",Negative
Today in Aaj Shahzeb khanzada show Minister Sarwar was put on the mat by Sahibzada regarding gas load-shedding and wrongly making SNG and NSG DGs scapegoat of PTI govt's folly that cost the nation billions of rupees and worst kind of load shedding',Negative
. @PTIofficial @InsafPK @ImranKhanPTI Stupid masquerading as representing the oppressed of Seraiki wasaib. Buzdar is himself a wretched tribal chief who kept his people in darkness and on this ground selected by,Negative
. @ImranKhanPTI Your statement is one sided. I am against terrorism of all kinds coming from anywhere and against the repression of the people by anyone and anywhere. A308,Negative
. @ImranKhanPTI IK Govt is vindictive and intollerant. It's against progressive and democratic-liberal voices. We are not fir govts on party lines. Being journalists we are to protect public interest- nothing else. Our support ,Negative
. @ImranKhanPTI Indeed from Bhutto to Nawaz and to Imran Khan and from GEN Ziaul Haq to GEN Musharraf and GEN Kayani all were responsible for the rise of religious extremism and terrorism. And without zero tolerance ,Negative
"Modi govt calls off India-Pakistan talks in New York, says 'true face' of PM Khan revealed via @ThePrintIndia""",Negative
"PTI Budget: same wine not even in new bottle. Adding more burden on the poor, middle classes; taxing the same lot and no extension in tax net; PSDP cut by one-Third; preparatory effort to go to IMF.where are plans for building 5 million homes, 10 million jobs and 1 billion trees?'",Negative
Shame on Punjab government for racial profiling of Pashtun leader instead of sectarian zealots',Negative
@ammad4147 You are right but a governmental crisis can destabilise the set up. Better avoid it. But you dont know. Keeping fingers crossed',Negative
@zulfiqarm681 I don't consider PTI and Imran Khan worth brining any change. He is just a joker . Stop',Negative
And what is this Imran khan? He doesn't have program; being propped up by establishment and have no sense what to do. He is authoritarian and reactionary. His ballon is going to bust in the next 6 months',Negative
@humaiz_hamza @VoteKoIzzatDo Just nonsense against IK',Negative
" When media came under attack, PMLN Govt couldn't do anything and let media be crucified. ",Negative
"@mirozai1 Imran,  Zardari or sharifs are not my heroes.'",Negative
Jelhum: empty place. Is it the beginning of Khan's fall in Punjab since he is pulling very thin crowds recently. Anticlimax of his moral crusade after the induction of corrupt turncoats in PTI? ,Negative
This is what even people like Asa's Omar deserve in PTI which has fraternal relations with terrorists.    PTI joins hands with cleric on US terror list ,Negative
 In my constituency the contest is between Imran Khan andSaad  Rafiq. I am opposed to PTI fascism and doesn't trust Saad Rafiq who is a rightist. ,Negative
@smwajidali You are from PTI and threatening me. Pl do come. Waiting for your bullets.',Negative
"If Nawaz Sharif and Marrayam don't come and bravely uphold their narrative of defiance for people's sovereignty, PMLN under Shahbaz has taken the route of Surrender. Shahbaz's self-praise won't stand the tirade of Imran Khan. Shahbaz will bite the dust. Is Pmln over?'",Negative
@AminAnwer @ImranKhanPTI It's over. Khan has lost all moral grounds by embracing all evils',Negative
@DrAbdulAziz32 I don't think PTI youth can support any turncoats or plunderers this is against their resolve to fight the corrupt',Negative
"The second called on the government to act against TLP protesters and their leadership who were inciting sedition and mutiny. However, instead of acting against the culprits, the govt seems to only act against critics ",Negative
"This is why I don\'t fall over myself to gush praise any time IK seems to say or do something worthy anymore. The correct response is ""Wait for it...there\'s the U turn."" ",Negative
