OriginalTweet,Sentiment
لاہور ! ایک بار پھر حکومت لاہوریوں کو آج رات چیلنج کر رہی ہے ۔ کل رات کی طرح آج بھی #زمان_پارک_پہنچو اور ایک بار پھر انکے عزائم کو ناکام بنائیں,Neutral
جاوید چوہدری کا کالم شروع سے آخر تک جنرل باجوہ پر چارج شیٹ ہے جو کالم میں جنرل صاحب خود بیان کررہے۔ سیاسی معاملات کے علاوہ نیب اور عدالتی معاملات کو settle کرنے جیسے اعترافی بیان بہت سنجیدہ معاملہ ہے ۔ اگر جاوید چوہدری نے جھوٹ quote کیا ہے تو انہیں جاوید چوہدری پر کیس کرنا چاہیے,Neutral
الیکشن کی تاریخ نہ دینا آئین کی کھلم کھلا خلاف ورزی ہے۔ ہر گزرتا دن ہمیں تباہی کی طرف لے کر جارہا،دو خاندانون کے لیے آئین نظرانداز کرنا اور ۲۲ کروڑ عوام کو تباہی کی طرف لے کر جانے پر عدلیہ کو اپنا آئینی کردار نبھانا ہوگا۔ سامنے ہوتے غیر آئینی اقدامات کو روکنا آپ کی ذمہ داری ہے,Neutral
 آزاد اور شفاف الیکشن واحد حل ہے جبکہ اقتدار سے چپکے لوگ صرف اپنی ذات کا سوچ رہے,Neutral
"یہ ویڈیو بذات خود اب ایک چارج شیٹ ہے کہ کون اعلی سطح پر محسن نقوی کے لیے لابی کر رہا ہے- عوام کو ووٹ سے حکومت لانے دیں ،آزاد اور شفاف انتخابات ہونے دیں . پاکستان کا سوچیں اور آگے بڑھیں
",Neutral
اہلیان کراچی آج کے بلدیاتی انتخابات میں ووٹ ڈالنے کے لیے باہر نکلیں اور بدترین منظم دھاندلی کا راستہ روکیں ,Neutral
سب سٹیک ہولڈرز 2023 میں عوام کا اعتماد بحال کریں کیونکہ بات سیاست سے آگے کی ہے.,Neutral
 اگر رولنگ سے مسلہ ہے تو عدالت جائیں۔ ایک غیرآئینی کام گورنر کر چکے دوسرا غیر آئینی قدم اٹھا کے دیکھیں، عوامی ردعمل اور قانونی ردعمل دونوں آپ کو آئین کا سبق سکھا دیں گے,Neutral
میں اپنے تمام تحریک انصاف کے کارکنوں کو دعوت دیتا ہوں پہنچیں زمان پارک ۔تاریخ کے اس اہم موقع پر عمران خان کے ساتھ اور لاہور کے کارکنان کے ساتھ یکجہتی کیلئے آپ سب زمان پارک پہنچیں ۔ ,Neutral
میں خیبر پختونخوا کے اپنے تمام کارکنان سے گزارش کرتا ہوں کہ یہ وقت ہے اپنے لیڈر کے ساتھ کھڑے ہونے کا تمام کارکنان زمان پارک پہنچیں ۔,Neutral
پشاور جیل بھرو تحریک کے دوران پرامن گرفتاری پیش کرنے والے کارکنان پر دہشتگردی کا مقدمہ قابل مذمت ہے ۔ سیاسی جدوجہد کرنے والوں کو دہشت گردوں کے ساتھ کٹہرے میں کھڑا کرنے کی روایت نہیں ڈالنی چاہئے ۔,Neutral
سپریم کورٹ کا فیصلہ تاریخی ہے آئین کی بالادستی کیلئے 90 دن میں الیکشن کرانا ضروری ہے۔ الیکشن کمیشن اور نگران حکومت صاف شفاف انتخابات کو یقینی بنائے۔ پاکستان تحریک انصاف کے کارکنان الیکشن کی تیاری کریں ۔,Neutral
پشاور ہائی کورٹ میں خیبر پختونخوا جنرل الیکشن کے حوالے سے سماعت کے بعد میڈیا پریس کانفرنس میں یہ واضح کیا۔ 90 دن میں صوبائی اسمبلی کے انتخابات منعقد کروانا الیکشن کمیشن اور نگران حکومت کی آئینی ذمہ داری ہے ۔گورنر اور نگران حکومت غیر قانونی ٹرانسفر پوسٹنگ سے باز رہیں۔ ,Neutral
"خیبر پختونخوا صوبہ دہشت گردی سے سب سے ذیادہ متاثر ہوا ۔کے پی پولیس نے امن کے قیام کیلئے لازوال قربانیاں دی ہے پوری قوم خیبر پختونخوا پولیس کے شانہ بشانہ کھڑی ہے۔وزیر اعظم شہباز شریف کو چاہئے تھا کہ کے پی پولیس کا مورال بلند کرتے
#پاکستان_امن_مارچ 
#خیبرپختونخواہ_امن_مارچ  #صوابی ",Neutral
آج چیئرمین عمران خان سے ملاقات میں قومی اسمبلی سے استعفوں اور خیبر پختونخوا اسمبلی انتخابات کے حوالے سے تفصیلی بات ہوئی ۔کارکنان خیبر پختونخوا اور پنجاب کی صوبائی اسمبلیوں کے انتخابات کی تیاری کریں ۔ ,Neutral
حکومت کفایت شعاری مہم کا اعلان کرنے سے پہلے بغیر قلم دان والے وزرا کی فوج کم کرے ,Neutral
لکی مروت میں تھانہ برگی پر دہشتگردوں کی فائرنگ اور بنوں  میں سیکورٹی کی ابتر صورتحال انتہائی تشویش ناک ہے ۔سیکورٹی اداروں کو بگڑتی سیکورٹی صورت حال کی طرف توجہ دینی چاہیے امن کی بحالی سیکورٹی اداروں کی اولین ترجیح ہونی چاہیے ۔,Neutral
الیکشن کراو ملک بچاو اس وقت پاکستان کی اکثریت کے دل کی آواز ہے ۔آج گدون صوابی کے عوام نے ہمارے اس بیانیہ کی تائید کر دی ہے ۔سیاسی اور معاشی عدم استحکام کے خاتمے کا واحد راستہ جلد از جلد صاف شفاف انتخابات ہیں ۔ ,Neutral
ملک میں سیاسی اور معاشی بحران کا واحد حل جلد از جلد صاف اور شفاف انتخابات ہیں۔مستحکم اور مستقل حکومت ہی ملک کو موجودہ بحرانوں سے نکال سکتی ہے۔,Neutral
ارشد شریف کو شہید کرنے سے پہلے ان پر جس طرح ظالمانہ تشدد کیا گیا اس کی جتنی مذمت کی جائے کم ہے۔ اس واقع کی آزادانہ اور شفاف تحقیقات ہونی چاہئیں۔,Neutral
عمران خان نے تین مشتبہ ملزموں کے نام بتادئیے کہ انہوں نے مجھے قتل کرانے کی سازش کی اب یہ ان اداروں کے سربراہان کی زمہ داری ہے کہ وہ اپنے اداروں میں ایسے سازشی ٹولے کے خلاف کاروائی کرے اور قوم کے سامنے سچ لائے۔کیونکہ اگر ایسا نہ ہوا تو پھر عوام اپنے حق کا فیصلہ خود کریگی۔,Neutral
امن و امان کی بحالی وفاقی حکومت اور ریاست کی ذمہ داری ہے ۔ہم ہر صورت سوات میں امن کا قیام چاہتے ہیں۔ایمل ولی خان عوام کو بے وقوف نہیں بنا سکتے اپنی پی ڈی ایم کی وفاقی حکومت سے کہیں کہ امن قائم کرنے کیلئے ایکشن لیں ۔ ,Neutral
"تحریک انصاف جمعہ کے دن مہنگائی کے خلاف پورے ملک میں جلوس نکالے گی اور ہفتہ کے روز احتجاجی جلسے کرے گی۔
میں پاکستانی عوام سے اپیل کرتا ہوں کہ جلوس اور احتجاجی جلسوں میں عمران خان اور تحریک انصاف کا بھرپور ساتھ دیں۔ #الیکشن_واحد_حل ",Neutral
کرپٹ ٹولے سے نجات کا واحد حل، آزاد عدلیہ اور شفاف انتخابات  ,Neutral
"ڈیجیٹل مردم شماری کا حصہ بنیں اور فوراً اپنے خاندان کا اندراج خود کروائیں، اپنی گنتی خود پوری کریں اور اس بات کو یو
یقینی بنائیں کہ آپ تمام کراچی والوں میں شمار ہوتے ہیں۔
 
",Neutral
ورکرز اور سپورٹرز جلد از جلد زمان پارک پہنچیں! #زمان_پارک_پہنچو ,Neutral
 میں آپ کی بات سے سو فیصد اتفاق کرتا ہو ، عوام آپ کے ماضی کے سوالوں کے جواب کا انتظار کر رہی ہے۔ آئیے آپ بھی ہمارے ساتھ ملکر آواز اٹھائیں ۔۔,Neutral
خان کی گرفتاری کیلئے بے تاب عناصرہوش کےناخن لیں صورتحال کوخراب کرنے کی کوشش نہ کی جائے،مقدمے میں گرفتاری کےوارنٹ جاری ہونا افسوسناک ہے، پولیس قانون کی پاسداری کرے رائیونڈ کی نہیں,Neutral
@MoulviMahmood جو کمیشن آٹا ملز دے رہی ہیں حکومت کو ان کو بھی تو اکاونٹ کریں,Neutral
گورنر پنجاب نے غیر قانونی کام کیا ہے- ہم صدر پاکستان سے گزارش کرتے ہیں کہ اس گورنر کو ڈی نوٹیفائ کریں- ,Neutral
اگر عمران خان کی توشہ خانہ کی تفصیلات پبلک کی جا سکتی ہیں تو باقی لوگوں کی کیوں نہیں ہو سکتی؟ حکومتی وکیل کی عچیب منطق ہے- عمران خان کے لیے قانون الگ اور دیگر کے لیے الگ- سب پبلک سرونٹس کی تفصیلات عوام کے سامنے آنی چاہیں تاکہ دودھ کا دودھ اور پانی کا پانی ہو جاۓ,Neutral
حکومت رسوائی سے بچےاور فوری شفاف انتخابات کا اعلان کرے,Neutral
آج حقیقی آزادی کا آغاز ہے- قوم اپنا فیصلہ خُد کرے گی- اس انقلاب کا راستہ روکنا امپورٹڈ حکومت کے بس کا کام نہیں- ,Neutral
 سارے نکلو پاکستان کے لیے۔,Neutral
عوام نے حقیقی آزادی کے لیے جانبدار الیکشن کمیشن انتظامیہ مشینری کا ڈٹ کر مقابلہ کیا عوامی ریفرنڈم کے بعد اب لازم ہوچکا ہے جلد عام انتخابات کا اعلان کیا جائے.,Neutral
"حلقہ این اے 237 ملیر کی عوام اپنے گھروں سے نکلیں بلے پر مہر لگائیں اپنے کپتان عمران خان کو کامیاب بنائیں آج کا دن تاریخ بدلنے کا دن ہے آپ کا ووٹ آپ کے مستقبل کی سمت طئے کرے گا حقیقی آزادی میں آپ کا ووٹ سب سے اہم ہے.
بلے پر مہر لگائیں",Neutral
غلام بٹھانے کا ہرگزمطلب نہیں کہ اس قوم کی توہین کی جائے ہمارےموجودہ حکمران اس کےعادی ہیں پر عمران خان کی قوم کبھی یہ برداشت نہیں کرے گی,Neutral
"آج پاکستان کے کپتان عمران خان کراچی تشریف لارہے ہیں اہلیان کراچی اپنے قائد کا خطاب سننے کیلئے شام 6 بجے پنجاب گراؤنڈ شاہ فیصل تشریف لائیں کراچی اپنے کپتان کو 16 اکتوبر کے دن بھاری اکثریت سے ووٹ دیکر کامیاب بنانا ہے.
#VoteForBat",Neutral
لیکشن اس لیے ضروری ہیں کہ آئندہ نااہلی کے باعث سیلاب نہ آسکے,Neutral
پی پی کے وزراءاپنے وزیرخارجہ کو بھی پاکستان کے دورے کی دعوت دیں اور انہیں سندھ کی صورتحال پر دورہ کرائیں ,Neutral
عدالتیں نوٹس لیں- CEC فوری مستعفی ہوں ,Neutral
تمام تحریک انصاف کے #NA245 کے ووٹر اپنا ووٹ کاسٹ کرنے کے لئے جلد  نکلیں اور ساتھ تمام دوستوں، رشتہ داروں اور جاننے والوں کو بھی ووٹ ڈالنے کا کہیں. یہ الیکشن کسی انفرادی  کینڈیڈیٹ کا نہیں، عمران خان سے اظہار یکجہتی کا الیکشن ہے,Neutral
روہڑی میں پیش آنے والے حادثے پر دلی دکھی ہوں جانی نقصان پر میری ہمدردیاں لواحقین کے ساتھ ہیں ان سے افسوس کا اظہار کرتا ہوں ایسے حادثات سے بچنے کے لیے حکومت ٹریفک قوانین پر سختی سے عمل درآمد کرائیں. میں متاثرہ خاندانوں سے افسوس کا اظہار کرتا ہوں,Neutral
سندھ کے لوگ خوف،غلامی کی زنجیریں توڑیں استحصالی،موروثی،بادشاہی نظام کے بت پاش کرنے عمران خان سندھ آرہا ہے کیا آپ نے خود اور آنے والی نسلوں کو اس حال پر ہی چھوڑنا ہے؟ اٹھیں کمرکسیں ان کا مقابلہ کریں یہ چند خاندانوں کی ہی آپ پر حکمرانی کیوں؟ خوشحال سندھ کیلئے عمران خان کا ساتھ دیں,Neutral
عوام سے اپیل ہے معاملات پر نفرت پہیلانے سے گریز کریں پرامن سندھ کو لسانیت کی آگ میں نہ دھکیلا جائے. ,Neutral
آج پاکستان میں اقلیتوں کا قومی دن قائد اعظم کی 11 اگست 1947 کی تاریخ ساز تقریراور انکے افکار کی روشنی میں منایاجاتا ہے۔رواداری،باہمی احترام،بلا امتیاز انسانی حقوق کاتحفظ اسلامی معاشرے کا بنیادی تقاضہ ہے۔جمہوری روایات کےفروغ، ملک کی تعمیروترقی کیلئے مذہبی ہم آہنگی وقت کی ضرورت ہے,Neutral
قائد کے مزار کا تقدس پامال کرنے والے ان بے شرموں کے خلاف  IG پولیس کو فوری FIR درج کرنی چاہیے۔ ایسی بیہودہ حرکت قائد کے مزار پر کبھی نہیں دیکھی۔ یہ جہالت کی انتہا ہے۔ ,Neutral
روز جمہوریت کا سبق پڑھانے والے آج موروثی سیاست کی شان میں قصیدے پڑھ رہے ہیں۔ ان سب کی سوچ کو 21 توپوں کی سلامی,Negative
"چینی والا پاپڑ والا کے بعد شریف خاندان کا کالا دھن سفید کرنے کیلے دودھ والا ۔

کرپشن،منی لانڈرنگ 
",Negative
"فرنٹ کمپنیز،منی لانڈرنگ،ملازمین کے نام پر اکاونٹس،بہ وقت ضرورت ٹی ٹیز اور ان سے جائیدادیں
ذرائع آمدن ""بھینسوں کا دودھ بیچ کے گزارا کرنا"" 

جی شہباز شریف ٹی ٹی کیس میں گرفتار ہواجسکے بعد عوام نے کہا بڑے میاں تو بڑے میاں چھوٹے میاں سبحان اللہ

پریس کانفرنس اور بحث اس پر کیوں نہیں؟",Negative
قطری خط، “میری پاکستان کے باہر تو کیا پاکستان میں بھی کوئ جائیداد نہیں” کے بعد پیشِ خدمت ہے “بھینسوں کا دودھ بیچ کر گزارا کرتا ہوں”۔۔ اسے کہتے ہیں بڑے میاں تو بڑے میاں چھوٹے میاں سبحان الّٰلہ,Negative
"تین نسلوں سے سندھ پر حکومت کرنے والو سے چند سوال کیا ہوئے اصلیت دکھانے لگے۔گندم غائب،93000کتوں کے کاٹنے کے واقعات اور ویکسین نہیں،ساڑھے پانچ کھرب صحت کا بجٹ دوا،ایمبولینس،وینٹیلیٹر غائب۔تھر میں بھوک سےاموات،قائدکا شہر کچرے کا ڈھیر

فرزند زرداری کہتا ہے پرچی پر آیا ہوں جوابدہ نہیں",Negative
تباہ حال صحت آپکے ابو زرداری اور چچا نواز کی 35 سالہ دور حکومت کی کارکردگی۔سندھ میں بھوک بلبلا کر سڑکوں پر،اٹھارویں ترمیم پیسہ اور صحت صوبوں کے پاس,Negative
کل ڈار صاحب نے بہت بڑا اعلان کیا جس پر مریم نواز نے شکریہ کا ٹویٹ کیا،ہاں چلیں ہم بھی ڈار صاحب کا شکریہ ادا کرتے ہیں،شکریہ ڈار صاحب معیشت کو برباد کرنے کیلئے شکریہ ڈار صاحب ہر چیز مہنگی کرنے کیلئے شکریہ ڈار صاحب پیٹرول کو 272روپے تک لے جانے کیلئے۔بیرسٹر احتشام ,Negative
مریم نواز ایک چھوٹے سے گھر میں رہتی ہیں دو ہزار بندے رکھے ہیں بلٹ پروف گاڑیاں بھی رکھی ہیں، اسکے باوجود انکے اور میاں صاحب کہ دل میں عوام کا درد ہے بس وہ اپنی تقریر میں روتی نہیں اور کیا کریں وہ دو کنال کم کرلیں 1700 کنال والے گھر سے؟سعد رسول ,Negative
"عمران خان بھی حد کرتا ہے انڈیا کے شہر 'لاہور' میں چھپ کر بیٹھا ہے جبکہ 
نواز شریف پاکستان کے ضلع 'لندن' میں پاکستان کی بقا کی جنگ لڑرہا ہے 
",Negative
"کرسی ہے تمہارا یہ جنازہ تو نہیں ہے
کچھ کر نہیں سکتے تو اتر کیوں نہیں جاتے ؟؟؟

",Negative
"اس آزادی سے بہتر ہے،
جیل چلو، اور خوف کے بت توڑو! #جیل_بھرو_خوف_کے_بت_توڑو
 ",Negative
پاکستان کا سب سے بڑا بھگوڑا مریم کا اپنا باپ ہے اور مریم اپنے چینل پر بیٹھ کر اپنے باپ کی غیرت جگا رہی ہے کہ شاید بھگوڑا اب تو واپس آجائے۔ ,Negative
مریم صاحبہ کی حکومت نہیں ہے ہم نے مان لیا مریم صاحبہ تو حکومت میں کسی کو جانتی بھی نہیں ہیں جیسے پاکستان سے باہر کیا پاکستان میں بھی مریم کی کوئی جائیداد نہیں۔سعد رسول ,Negative
یہ کہتے تھے ہم ریاست بچانے آئے ہیں ہاں یہ اپنی ریاست بچانے آئے ہیں وہ ریاست ہے شریف خاندان یہ کہتے تھے ہم تجربہ کار ہیں ہاں یہ کرپشن کرنے کے تجربہ کار ہیں۔ارشاد بھٹی ,Negative
"مریم نواز کے چند جھوٹوں کا پوسٹ مارٹم:
وہ کیسے عوام کو گمراہ کرتی ہیں، اس رپورٹ میں دیکھیں 

 ",Negative
ن لیگ وہ نالائق جماعت جوچھٹی جماعت میں لیےگئےPassing marksپرنویں جماعت میں سائنس میں داخلہ لیناچاہ رہی ہیں- ووٹ کوعزت دینےسے*انتخابات میں  نہیں جاؤں گی* مریم کاروناخان سےشروع خان پرختم ,Negative
عوام سے الیکشن کا حق بھی چھین لیا کہتے ہیں پیسے نہیں ہیں گاڑیاں لینے کیلئے پیسے ہیں پیٹرول کیلئے پیسے ہیں MQM کو خوش کرنے کیلئے پیسے ہیں بس عوام کو ووٹ کا حق دینے کیلئے پیسے نہیں ہیں۔حبیب اکرم ,Negative
جنرل باجوہ نے کہا معیشت ٹھیک نہیں چل رہی تھی اسلیے انہیں مداخلت کرنا پڑی۔ کونسے ملک کا آرمی چیف معیشت کو دیکھتا ہے اور کہتا ہے یہ صحیح یا غلط اپروچ ہے، آپ کوئی اکانومی کے ماہر نہیں- ,Negative
"آج ہم مارشل لا سے بھی کہیں بدتر دور سے گزر رہے ہیں۔
ہمیں اتنا عرصہ پتا ہی نہ چلا کہ پاکستان کے آئین میں 302 کی نئی دفعات ""توہین زرداری، توہین نوازشریف"" بھی شامل ہو گئی ہیں۔ اب بس توہینِ مریم صفدر کی کسر رہ گئی ہے۔ وہ بھی شامل کر لیں""

ایڈووکیٹ اظہر صدیق ",Negative
ہاتھ میں کشکول اور عیاشی کا یہ عالم شہباز شریف نے ملکی تاریخ کی سب سے بڑی کابینہ کا نیا ریکارڈ قائم کیا ہے۔,Negative
عدالت نے سپیکر کے سیاسی بنیاد پر کیا گیا فیصلہ معطل کردیا. 43 تحریک انصاف کے ایم این اے کی رکنیت بحال. راجہ ریاض صاحب لیڈر آف اپوزیشن کا کمرہ خالی کرنے کی تیاری کریں,Negative
ن لیگ کی حکومت کے مسائل اگر اپوزیشن کو پکڑنے سے حل ہوتے ہیں تو عمران خان نے گرفتاریوں سے تنگ آکر جیل بھرو تحریک شروع کردی ہے وزیراعظم صاحب جلدی کریں موقع اچھا ہے تحریک انصاف کے کارکنوں کو پکڑیں آپکی معیشت ٹھیک ہو ڈالر آئیں پکڑیں سب کو آپ کی گرتی معیشت ٹھیک ہو سکے۔پارس جہانزیب ,Negative
وزیراعظم میں اتنا اعتماد بھی نہیں جتنا دفتر کے کلرک میں ہوتا ہے- میاں صاحب بھی ڈر کر لندن بیٹھے ہوئے ہیں مریم بھی لکھی ہوئی تقریریں پڑتی ہیں انکے اب جانے کے دن ہیں ان میں اعتماد ہی ختم ہوگیا ہے۔ہارون رشید ,Negative
عدالت نے سپیکر کے سیاسی بنیاد پر کیا گیا فیصلہ معطل کردیا. 43 تحریک انصاف کے ایم این اے کی رکنیت بحال. راجہ ریاض صاحب لیڈر آف اپوزیشن کا کمرہ خالی کرنے کی تیاری کریں,Negative
عدالت نے جو 50 سال کا توشہ خانہ کا ریکارڈ مانگا تھا، حکومت ابھی تک کیوں نہیں دے رہی؟ کانپیں ٹانگ رہی ہیں کہ سب چور بے نقاب ہو جائیں گے؟,Negative
اسلام آباد سے بھاگ گئے، کراچی سے بھاگ گئے، پنجاب سے بھاگنے کی کوشش کی، جنرل الیکشن سے بھاگ گئے... یہ سیاست دان ہیں یا کسی ریس میں بھاگنے والے؟ #اب_مائنس_تم_ہوگے,Negative
جیسے ماں اپنے بچوں کو سلانے کے لئے ڈراتی ہے کے جن آ جائے گا، ایسے امپورٹڈ حکومت والوں کو ڈرانا ہو تو بولو الیکشن آ جائے گا,Negative
کوئ جگہ بچ تو نہیں گئ پاکستان میں جہاں کپتان نے اس امپورٹڈ حکومت کا سیاسی جنازہ نا نکالا ہو؟ #امپورٹڈ_حکومت_نامنظور ,Negative
اگر نیب کو عمران خان کی وزارتِ عظمیٰ کے دور میں صرف یہ الزام لگانے کو ملا ہے کے انہوں نے القادر یونیورسٹی کیوں بنائی جہاں  90٪ نوجوانوں کو دین اور دنیا کی مفت تعلیم ملتی ہے، تو عمران خان کے صادق اور امین ہونے کا اور کیا ثبوت چاہیے؟,Negative
یہ کوئی شہر نہیں، موڑ ایمن آباد کا قصبہ ہے. لگتا ہے پرویز رشید کے ساتھ رہ کر نواز شریف کی گنتی بھی کمزور ہو گئی ہے #حقیقی_آزادی_لانگ_مارچ ,Negative
فیصلہ کورٹ میں چیلنج ہو گا. مائنس عمران خان کا خواب انشاءاللہ کبھی نہیں پورا ہو گا,Negative
الیکشن کمیشن نے عمران خان کے  الیکشن جیتنے پر سوال اٹھا دیا. لگتا ہے روز صبح اٹھ کر سوچتے ہیں آج کیسے ثابت کریں ہم بھی ایک سیاسی فریق ہیں,Negative
بارش نے ایک دفعہ پھر عیاں کر دیا کے سندھ پر 6 مرتبہ حکومت کرنے والی پیپلزپارٹی نے کراچی کو ہمیشہ سوتیلا سمجھا ہے. ان سے توقع رکھنا ایسا ہی ہے جیسے میر تقی میر نے کہا.. میر کیا سادے ہیں بیمار ہوئے جن کی سبب، اسی عطار کے لڑکے سے دوا لیتے ہیں,Negative
ان کا قصور نہیں خط انگریزی میں ہے.... ان کے لئے اردو ترجمہ کروا دو.... یاد ہے سپریم کورٹ فیصلے کے بعد بھی مٹھائی کھا لی تھی انہوں نے، پھر اردو ترجمہ آیا تو پتہ چلا میاں صاحب کے ساتھ کیا ہوا ہے ,Negative
سعودی عرب سے خالی ہاتھ، امارات سے خالی ہاتھ، چین سے خالی ہاتھ، IMF سے خالی ہاتھ. بھکاریوں کی لولی پوپ کہیں نہیں بک رہی. زر مبادلہ کے ذخائر گرتے چلے جا رہے ہیں. کرسی پر بیٹھا تو دیا لیکن معاملاتِ بد سے بدتر ہو رہے ہیں. کون ذمہ داری قبول کرے گا اس تباہی کی #امپورٹڈ__حکومت__نامنظور,Negative
امپورٹد حکومت کا پہلے ہی ماہ میں عوام کو مہنگائی کا تحفہ. اپریل میں افراط زر کی شرح میں تیزی سے اضافہ. ٹماٹر، پیاز، سبزیاں، پھل، خوردنی تیل، آٹا، گوشت، دالیں سب پچھلے مہینے سے زیادہ مہنگے ہو گئے. جتنے دن یہ لاچار امپورٹد حکومت چلے گی نقصان بڑھتا جائے گا #امپورٹڈ__حکومت__نامنظور,Negative
امپورٹد حکومت کو بہترین رننگ کنڈیشن میں معیشت کی گاڑی ملی ہے... ریکارڈ ایکسپورٹس، ریکارڈ فصلیں، صنعتی پیداوار میں اضافہ، تیزی سے روزگار کے مواقع میں اضافہ. جس سست روی اور نا اہلی سے یہ فیصلے کر رہے ہیں، لگتا ہے انجن نے جلد دھواں چھوڑنا شروع کر دینا ہے,Negative
گھر سنبھل نہیں رہا اور مولانا حکومت گرانے نکلے ہیں.,Negative
قصور آپ کا نہیں بھائی میرا ہے.... میں نے ٹویٹ انگریزی میں کی تھی بھائی جان امپیریل اس یونیورسٹی کا نام ہے جس نے بلاول کی پسندیدہ رپورٹ لکھی... ,Negative
نواز شریف نے حمداللہ محب سے ملاقات کی اور باہمی خیر سگالی کے جذبات کا اظہار کیا. یہ محب وہی شخص ہے جس نے حال ہی میں پاکستان کو ہیرا منڈی سے تشبیہ دی تھی. لگتا ہے میاں صاحب کے سینے میں اپنے ہی ملک سے انتقام لینے کی آگ بھڑک رہی ہے. اللہ پاکستان کو شر سے محفوظ رکھے,Negative
ایک زمانے میں ایوب خان کی تصویریں ٹرکوں کے پیچھے لگی ہوئی ہوتی تھیں اور لکھا ہوتا تھا ... تیری یاد آئ تیرے جانے کے بعد. کل کے بعد اب کہیں یہ بات مفتی منیب کی تصویر کے ساتھ نا نظر آنا شروع ہو جائے ,Negative
"جہاں یہ جیت گئے ہیں وہ قبول جہاں ہارے ہیں اس کو تسلیم نہیں کرتے ۔ PDM کا  منشور یہ لگتا ہے کہ صرف ان نتائج کو تسلیم کیا جائے گا جہاں پی ڈی ایم جیتے جہاں یہ الیکشن ہار جائیں وہاں دھاندلی کا شور شرابہ شروع۔ 
",Negative
جب مولانا نے انتہائی سنجیدہ چہرے کے ساتھ مطالبہ کیا کے 31 جنوری تک حکومت مستعفی ہو جائے تو مجھے ڈر لگا کے اگر @ImranKhanPTI ٹیلی-ویژن دیکھ رہے ہوں تو کہیں ہنستے ہنستے کرسی سے نا گر جائیں,Negative
اپوزیشن کا بیانیہ مسترد، جلسے ناکام اور کارواں کی منزل سیاسی خودکشی. لگتا ہے نواز شریف نے اپنے سیاسی ساتھیوں سے انتقام لینے کا فیصلہ کیا ہے. نا کھیڈاں گے نا کھیڈان دیاں گے کی پالیسی پر عمل پیرا... نواز شریف کو پتہ ہے کے اس پالیسی کا اطلاق حکومت پر نہیں ان کے اپنے ساتھیوں پر ہو گا,Negative
اپوزیشن والوں سے درخواست ہے ان سروے کو غور سے دیکھ لیں...... بعد میں دھاندلی دھاندلی کا رونا نہ شروع کرنا.... پہلے ہی شکست کے لئے ذہنی طور پر تیار ہو جائیں اور طبیعت زیادہ خراب ہو تو ایک بخار کی دوائی بھی کھا لیں.... آپ کی مہربانی ,Negative
نہ ان بے شرم لوگوں کو اپنی تاریخ کا پتہ نہ  اپنے محسنوں کی عزت اور تقریم کے آدابِ سے واقف. ان کو میاں صاحب کے علاوہ کسی کی عزت کرنی نہیں اتی. قائد کے مزار کی بے حرمتی کرنے پر ان کو قوم سے معافی مانگنی چاہیے ,Negative
ویسے میاں صاحب اپنے بزدل ممبرز کو گھر بیٹھنے کے مشورے کے علاوہ لندن آنے والا اپشن بھی دے دیتے.... خود لندن میں اور پارٹی MNA اور MPA کو مشورہ کے سیاسی خودکش جیکٹ پہن کر، بھارت کا بیانیہ لے کر اپنے آپ کو اڑا لو,Negative
میاں صاحب نے لندن بیٹھ کر اپنی پارٹی کے منتخب نمائندوں سے کہا ہے کے بہادر بنو اور ڈر لگتا ہے تو گھر بیٹھ جاؤ. میاں صاحب پاکستان آ کر اپنے ممبرز کے ساتھ انقلاب لائیں، یہ لندن بیٹھ کر اپنی پارٹی والوں کو ہم تو ڈوبے ہیں صنم تم کو بھی لے ڈوبے گیں کا پیغام نا دیں,Negative
 اسمبلی میں اپنے 200 ممبر سنبھالے نہیں جاتے اور دعوے سڑکوں پر آ کر حکومت گرانے کے ,Negative
ائن کیپٹن صفدر کے مطابق اج توڑا جا رہا ہے اور ارٹیکل 6 کے تحت غداری کے مقدمہ کی دھمکی مستقبل کی۔۔۔حظور آپ کی اپنی حکومت ہے انتضار کس بات کا۔۔۔ہمت کریں اور ایکشن لیں ورنہ گیدڑ بھبکیاں نا ماریں ,Negative
کشکول توڑنے والے میاں صاحب کی حکومت سنچری مکمل کرنے والی ہے۔,Negative
 وزیر اعضم نے تو اعلان کیا کے نیلم جہلم مکمل ہو گیا اب کس بات کا ٹیکس لگا رہے ہیں؟ میاں صاحب کو لندن میں اور جائداد بنانی ہے؟,Negative
آج صورتحال یہ ہے کے گردشی قرضے 500 ارب سے تجاوز کر چکے ہیں۔۔۔ یعنی کھوتی اتھے نہیں کھلوتی ۔۔۔۔اس سے بھی اگے نکل گئ ہے!!!,Negative
پاکستان کا سب سے بڑا چڑیا گھر پشاور میں کھل گیا ہے۔ سندھ حکومت کے لئے افسوس کا مقام۔ او بھائ کچھ خدا کا خوف کرو۔ کراچی پشاور سے 10 گنا بڑا شہر اور ان کے پاس اب کراچی سے بڑا چڑیا گھر ہے! ,Negative
ن لیگ کی مہارت نوٹ گننے کی ہے۔ آپ لوگ اور گاڑیاں گننے پر ٹائم ضائع مت کریں۔ ,Negative
"اسلام آباد کے حکمران نااہل اور کرپٹ تو تھے ہی بزدل بھی ہیں، رانا ثناءاللہ کی ""کانپیں ٹانگنے لگیں"", اسلام آباد کو کنٹینرز سے آراستہ کر دیا",Negative
